Cod Siruta,Localitate,Partid majoritar
63937,Borosneu Mare,UDMR
64005,Brates,UDMR
64041,Bradut,UDMR
64096,Bretcu,UDMR
64130,Catalina,UDMR
64194,Cernat,UDMR
64238,Chichis,UDMR
64265,Dobarlau,PSD
64318,Ghelinta,UDMR
64345,Ghidfalau,UDMR
64390,Haghig,PSD
64425,Ilieni,UDMR
64461,Lemnia,UDMR
64504,Malnas,UDMR
64568,Moacsa,UDMR
64602,Ojdula,UDMR
64639,Ozun,UDMR
64719,Poian,UDMR
64773,Reci,UDMR
64826,Sanzieni,UDMR
64871,Turia,UDMR
64906,Valea Crisului,UDMR
64942,Valcele,PSD
64997,Varghis,UDMR
65011,Zagon,UDMR
65048,Zabala,UDMR
65099,Valea Mare,USR_PLUS
65105,Mereni,UDMR
65113,Arcus,UDMR
65121,Bixad,UDMR
65139,Micfalau,UDMR
65147,Dalnic,UDMR
65154,Estelnic,UDMR
65342,Municipiul Targoviste,PSD
65379,Aninoasa,PSD
65413,Doicesti,PSD
65431,Razvad,PSD
65477,Sotanga,PSD
65501,Ulmi,PSD
65609,Oras Fieni,PSD
65645,Motaieni,PNL
65681,Oras Gaesti,PSD
65707,Gura Foii,PSD
65752,Petresti,PNL
65841,Municipiul Moreni,PSD
65869,Iedera,PSD
65921,Oras Pucioasa,PSD
66009,Branesti,PSD
66081,Oras Titu,PSD
66152,Branistea,PSD
66198,Baleni,PSD
66223,Barbuletu,PSD
66330,Bezdead,PNL
66401,Bilciuresti,PSD
66438,Buciumeni,PSD
66474,Bucsani,PSD
66526,Candesti,PSD
66580,Cobia,PSD
66697,Cojasca,PSD
66731,Comisani,PSD
66768,Contesti,PSD
66857,Corbii Mari,PSD
66955,Cornatelu,PNL
67014,Cornesti,PNL
67121,Costestii Din Vale,PSD
67167,Crangurile,PSD
67256,Darmanesti,PSD
67292,Dobra,PSD
67327,Dragodana,PSD
67407,Dragomiresti,PSD
67470,Finta,PNL
67522,Glodeni,PNL
67595,Gura Ocnitei,PSD
67648,Gura Sutii,PSD
67675,Hulubesti,PSD
67737,I. L. Caragiale,PSD
67773,Lucieni,PSD
67835,Ludesti,PSD
67906,Lunguletu,PNL
67942,Malu Cu Flori,PSD
68002,Manesti,PSD
68048,Matasaru,PSD
68128,Mogosani,PNL
68182,Moroeni,PSD
68253,Morteni,PSD
68280,Nucet,PSD
68324,Ocnita,PSD
68342,Odobesti,PSD
68404,Pietrosita,PSD
68431,Poiana,PSD
68468,Potlogi,PSD
68529,Produlesti,PSD
68565,Pucheni,PSD
68627,Oras Racari,PNL
68716,Runcu,PSD
68789,Salcioara,PSD
68887,Selaru,PSD
68921,Tatarani,PSD
68976,Uliesti,PNL
69063,Valea Lunga,PSD
69170,Valea Mare,PSD
69250,Vacaresti,PSD
69303,Valeni-Dambovita,PSD
69330,Visina,PSD
69394,Visinesti,PSD
69447,Varfuri,PSD
69526,Voinesti,PSD
69615,Vulcana-Bai,PSD
69900,Municipiul Craiova,PSD
69964,Bucovat,PNL
70094,Isalnita,PSD
70110,Podari,PSD
70174,Simnicu De Sus,PSD
70316,Municipiul Bailesti,PSD
70352,Municipiul Calafat,PSD
70414,Oras Filiasi,PSD
70502,Oras Segarcea,PSD
70520,Afumati,PSD
70566,Almaj,PSD
70637,Amarastii De Jos,PSD
70673,Amarastii De Sus,PSD
70726,Apele Vii,PNL
70744,Argetoaia,PSD
70879,Oras Bechet,PSD
70897,Bistret,PSD
70940,Barca,PSD
70968,Botosesti-Paia,PNL
70986,Brabova,PSD
71055,Bradesti,PSD
71126,Bralostita,PNL
71199,Bratovoesti,PSD
71260,Breasta,PSD
71340,Bulzesti,PNL
71457,Calopar,PNL
71518,Caraula,PSD
71536,Carpen,PSD
71572,Castranova,PNL
71607,Calarasi,PNL
71634,Celaru,PSD
71698,Cerat,PSD
71723,Cernatesti,PSD
71787,Cetate,PNL
71812,Cioroiasi,PSD
71858,Ciupercenii Noi,PSD
71885,Cosoveni,PSD
71910,Cotofenii Din Dos,PSD
71956,Daneti,PSD
72007,Oras Dabuleni,PSD
72034,Desa,PSD
72052,Diosti,PSD
72098,Dobresti,PSD
72150,Dragotesti,PSD
72221,Dranic,PSD
72276,Farcas,PSD
72383,Galicea Mare,PSD
72409,Ghercesti,PSD
72463,Gighera,PSD
72506,Giubega,PSD
72533,Giurgita,PSD
72579,Gangiova,PSD
72604,Gogosu,PNL
72640,Goicea,PSD
72677,Goiesti,PSD
72819,Grecesti,PSD
72882,Izvoare,PSD
72926,Leu,PSD
72953,Lipovu,PSD
72980,Macesu De Jos,PSD
73013,Macesu De Sus,PNL
73031,Maglavit,PSD
73068,Malu Mare,PNL
73102,Melinesti,PSD
73246,Mischii,PNL
73317,Marsani,PSD
73335,Motatei,PSD
73371,Murgasi,PSD
73460,Negoi,PSD
73503,Orodel,PSD
73567,Ostroveni,PSD
73594,Perisor,PSD
73629,Pielesti,PSD
73665,Piscu Vechi,PSD
73709,Plenita,PNL
73736,Poiana Mare,PSD
73772,Predesti,PNL
73852,Radovan,PSD
73905,Rast,PSD
73923,Robanesti,PSD
73996,Sadova,PMP
74028,Salcuta,PSD
74073,Scaesti,PSD
74108,Seaca De Camp,PSD
74135,Seaca De Padure,PSD
74171,Secu,PSD
74224,Silistea Crucii,PSD
74242,Sopot,PNL
74322,Teasc,PNL
74359,Terpezita,PSD
74411,Teslui,PSD
74509,Tuglui,PSD
74536,Unirea,PSD
74554,Urzicuta,PNL
74581,Valea Stanciului,PSD
74616,Vela,PSD
74705,Verbita,PSD
74732,Vartop,PSD
74750,Varvoru De Jos,PSD
74842,Catane,PSD
74859,Carcea,PSD
74867,Carna,PSD
74875,Cotofenii Din Fata,PSD
74883,Dobrotesti,PSD
74891,Galiciuica,PSD
74907,Ghidici,PSD
74915,Ghindeni,PSD
74923,Intorsura,PSD
74931,Plesoi,PSD
74949,Rojiste,PNL
74956,Talpas,PSD
75098,Municipiul Galati,PSD
75114,Sendreni,PSD
75150,Vanatori,PSD
75203,Municipiul Tecuci,PSD
75221,Draganesti,PNL
75258,Munteni,PSD
75338,Oras Beresti,PNL
75356,Beresti-Meria,PSD
75472,Oras Targu Bujor,PSD
75515,Barcea,PNL
75542,Balabanesti,PSD
75613,Balasesti,PSD
75668,Baleni,PSD
75686,Baneasa,PSD
75711,Branistea,PNL
75766,Brahasesti,PSD
75819,Buciumeni,PSD
75864,Cavadinesti,PNL
75917,Certesti,PNL
75953,Corod,PSD
76004,Corni,PSD
76040,Cosmesti,PSD
76111,Costache Negri,PSD
76139,Cuca,PNL
76157,Cudalbi,PSD
76175,Draguseni,PSD
76255,Fartanesti,PSD
76282,Foltesti,PSD
76317,Frumusita,PSD
76353,Fundeni,PSD
76406,Ghidigeni,PNL
76497,Gohor,PSD
76558,Grivita,PSD
76585,Independenta,PSD
76601,Ivesti,PNL
76638,Jorasti,PSD
76674,Liesti,PNL
76692,Matca,PSD
76718,Mastacani,PSD
76745,Movileni,PSD
76763,Namoloasa,PSD
76807,Nicoresti,PNL
76932,Oancea,PNL
76969,Pechea,PSD
76996,Piscu,PSD
77028,Priponesti,PSD
77082,Rediu,PNL
77126,Scanteiesti,PSD
77153,Schela,PSD
77180,Slobozia Conachi,PSD
77224,Smardan,USR_PLUS
77260,Smulti,PSD
77288,Suceveni,PSD
77313,Tudor Vladimirescu,PSD
77331,Tulucesti,PSD
77377,Tepu,PSD
77402,Umbraresti,PSD
77475,Valea Marului,PSD
77509,Varlezi,PSD
77536,Vladesti,PSD
77561,Radesti,PSD
77579,Negrilesti,PSD
77587,Poiana,PSD
77595,Cuza Voda,PSD
77601,Suhurlui,PNL
77812,Municipiul Targu Jiu,PSD
77910,Balesti,PSD
78016,Dragutesti,PSD
78089,Turcinesti,PNL
78141,Municipiul Motru,PSD
78258,Oras Novaci,PNL
78329,Oras Targu Carbunesti,PSD
78454,Oras Ticleni,PSD
78472,Albeni,PSD
78542,Alimpesti,PSD
78604,Aninoasa,PSD
78668,Arcani,PNL
78711,Baia De Fier,PSD
78748,Balanesti,PSD
78828,Barbatesti,PSD
78873,Bengesti-Ciocadia,PSD
78926,Berlesti,PNL
79004,Balteni,PSD
79077,Bolbosi,PNL
79157,Borascu,PNL
79237,Branesti,PSD
79308,Oras Bumbesti-Jiu,PSD
79362,Bumbesti-Pitic,PSD
79406,Bustuchin,PSD
79497,Capreni,PSD
79585,Catunele,PSD
79656,Ciuperceni,PSD
79736,Calnic,PNL
79834,Crasna,PSD
79932,Cruset,PSD
80043,Danciulesti,PNL
80123,Danesti,PRO_ROMANIA
80249,Dragotesti,PNL
80285,Farcasesti,PNL
80365,Glogova,PSD
80427,Godinesti,PSD
80506,Hurezani,PNL
80560,Ionesti,PNL
80613,Jupanesti,PSD
80677,Lelesti,PSD
80711,Licurici,PNL
80766,Logresti,PNL
80846,Matasari,PSD
80908,Musetesti,PSD
80980,Negomir,PSD
81095,Pades,PSD
81184,Pestisani,PSD
81264,Plopsoru,PSD
81380,Polovragi,PSD
81415,Prigoria,PSD
81497,Rosia De Amaradia,PNL
81576,Runcu,PSD
81656,Samarinesti,PNL
81754,Sacelu,PNL
81816,Saulesti,PSD
81861,Scoarta,PSD
81987,Schela,PSD
82047,Slivilesti,PNL
82136,Stanesti,PSD
82243,Stejari,PSD
82314,Stoina,PMP
82396,Telesti,PSD
82430,Oras Tismana,PSD
82555,Turburea,PSD
82617,Oras Turceni,PNL
82680,Tantareni,PNL
82733,Urdari,PNL
82779,Vagiulesti,PSD
82831,Vladimir,PSD
82895,Oras Rovinari,PNL
83133,Municipiul Odorheiu Secuiesc,UDMR
83151,Bradesti,UDMR
83197,Feliceni,UDMR
83320,Municipiul Miercurea Ciuc,UDMR
83375,Pauleni-Ciuc,UDMR
83428,Oras Baile Tusnad,UDMR
83464,Oras Balan,UDMR
83491,Oras Borsec,UDMR
83525,Oras Cristuru Secuiesc,UDMR
83561,Municipiul Gheorgheni,UDMR
83632,Municipiul Toplita,PSD
83749,Oras Vlahita,UDMR
83785,Atid,UDMR
83847,Avramesti,UDMR
83936,Bilbor,PNL
83963,Capalnita,UDMR
83981,Ciucsangeorgiu,UDMR
84086,Ciumani,UDMR
84102,Carta,UDMR
84148,Corbu,PSD
84175,Corund,UDMR
84237,Danesti,UDMR
84264,Dealu,UDMR
84344,Ditrau,UDMR
84380,Darjiu,UDMR
84415,Frumoasa,UDMR
84460,Galautas,PSD
84558,Joseni,UDMR
84594,Lazarea,UDMR
84629,Lueta,UDMR
84656,Lunca De Jos,UDMR
84754,Lunca De Sus,UDMR
84825,Lupeni,UDMR
84923,Martinis,UDMR
85056,Meresti,UDMR
85074,Mihaileni,UDMR
85127,Mugeni,UDMR
85243,Ocland,UDMR
85289,Plaiesii De Jos,UDMR
85341,Praid,UDMR
85412,Remetea,UDMR
85467,Sacel,UDMR
85528,Sarmas,PSD
85582,Secuieni,UDMR
85626,Siculeni,UDMR
85680,Sancraieni,UDMR
85760,Sandominic,UDMR
85788,Sanmartin,UDMR
85840,Sansimion,UDMR
85877,Subcetate,PNL
85920,Suseni,UDMR
85984,Simonesti,UDMR
86133,Tulghes,PSD
86188,Tusnad,UDMR
86222,Ulies,UDMR
86311,Varsag,UDMR
86339,Voslabeni,UDMR
86366,Zetea,UDMR
86438,Madaras,UDMR
86446,Cozmeni,UDMR
86453,Tomesti,UDMR
86461,Ciceu,UDMR
86479,Leliceni,UDMR
86487,Porumbeni,UDMR
86495,Racu,UDMR
86501,Satu Mare,UDMR
86519,Santimbru,UDMR
86687,Municipiul Deva,PSD
86749,Carjiti,PNL
86810,Municipiul Hunedoara,PSD
86883,Ghelari,PSD
86936,Teliucu Inferior,PSD
86990,Municipiul Petrosani,PSD
87059,Municipiul Lupeni,PSD
87077,Oras Petrila,PSD
87139,Oras Uricani,PSD
87175,Municipiul Vulcan,PSD
87219,Oras Aninoasa,PSD
87246,Banita,PRO_ROMANIA
87291,Municipiul Brad,PSD
87362,Criscior,PSD
87424,Oras Calan,PSD
87576,Oras Hateg,PSD
87638,Municipiul Orastie,PSD
87665,Oras Simeria,PSD
87745,Baia De Cris,PSD
87843,Balsa,PNL
87996,Baru,PNL
88047,Bacia,PSD
88092,Baita,PSD
88216,Batrana,PNL
88261,Beriu,PNL
88350,Blajeni,PNL
88449,Bosorod,PSD
88546,Branisca,PSD
88644,Bretea Romana,PSD
88788,Buces,PNL
88868,Bucuresci,PNL
88920,Bulzestii De Sus,PSD
89026,Bunila,PNL
89080,Burjuc,PSD
89151,Cerbal,PNL
89240,Certeju De Sus,PSD
89348,Densus,PSD
89428,Dobra,PSD
89561,Oras Geoagiu,PSD
89687,Gurasada,PSD
89801,Harau,PSD
89856,Ilia,PNL
89954,Lapugiu De Jos,PNL
90066,Lelese,PSD
90119,Lunca Cernii De Jos,PNL
90208,Luncoiu De Jos,PNL
90262,Martinesti,PSD
90342,Orastioara De Sus,PNL
90431,Pestisu Mic,PNL
90538,Pui,PNL
90663,Rapoltu Mare,PSD
90725,Rachitova,PSD
90805,Ribita,PSD
90878,Rau De Mori,PSD
90994,Romos,PNL
91054,Sarmizegetusa,PNL
91116,Salasu De Sus,PSD
91232,Santamaria-Orlea,PSD
91330,Soimus,PNL
91447,Tomesti,PNL
91535,Toplita,PNL
91624,Totesti,PSD
91688,Turdas,PSD
91731,General Berthelot,PNL
91795,Vata De Jos,PSD
91937,Valisoara,PSD
91982,Vetel,PSD
92097,Vorta,PNL
92177,Zam,PSD
92569,Municipiul Calarasi,PSD
92587,Modelu,PSD
92658,Municipiul Slobozia,PSD
92701,Municipiul Fetesti,PSD
92765,Oras Tandarei,PSD
92783,Albesti,PSD
92836,Oras Amara,AUR
92872,Andrasesti,PSD
92907,Balaciu,PSD
92961,Borcea,PNL
92989,Bordusani,PNL
93021,Bucu,PSD
93067,Oras Cazanesti,PSD
93085,Ciocanesti,PSD
93101,Ciochina,PNL
93156,Ciulnita,PSD
93209,Cocora,PNL
93236,Cosambesti,PSD
93281,Cuza Voda,PSD
93325,Dichiseni,PNL
93370,Dor Marunt,PNL
93441,Dorobantu,PNL
93487,Dragalina,PNL
93539,Dragos Voda,PSD
93575,Facaeni,PNL
93600,Gheorghe Doja,PSD
93628,Gheorghe Lazar,PSD
93646,Giurgeni,PSD
93664,Gradistea,PSD
93717,Grindu,PRO_ROMANIA
93735,Grivita,PNL
93771,Independenta,PSD
93815,Jegalia,PNL
93851,Lehliu,PNL
93888,Oras Lehliu Gara,PSD
93931,Lupsanu,PSD
93995,Mihail Kogalniceanu,PSD
94045,Milosesti,USR_PLUS
94081,Movila,PSD
94107,Munteni-Buzau,PSD
94125,Alexandru Odobescu,PNL
94161,Perieti,PSD
94223,Perisoru,PSD
94269,Reviga,PSD
94312,Roseti,PSD
94330,Salcioara,PNL
94376,Saveni,PRO_ROMANIA
94429,Scanteia,PSD
94456,Sfantu Gheorghe,PNL
94492,Stelnica,PSD
94535,Suditi,PSD
94562,Stefan Cel Mare,PNL
94580,Stefan Voda,PSD
94606,Ulmu,PNL
94651,Unirea,PNL
94688,Valea Ciorii,PSD
94731,Valcelele,PSD
94768,Vlad Tepes,PSD
94795,Vladeni,PNL
95060,Municipiul Iasi,USR_PLUS
95088,Barnova,USR_PLUS
95159,Holboca,PNL
95239,Rediu,USR_PLUS
95293,Tomesti,PNL
95355,Oras Harlau,PSD
95391,Municipiul Pascani,PSD
95471,Oras Targu Frumos,PSD
95499,Ion Neculce,PSD
95612,Alexandru I. Cuza,PNL
95667,Andrieseni,PSD
95747,Aroneanu,PNL
95792,Baltati,PSD
95872,Belcesti,PSD
95943,Bivolari,PSD
96003,Ungheni,PNL
96058,Braesti,PNL
96110,Butea,PSD
96147,Ceplenita,PSD
96192,Ciortesti,PNL
96254,Ciurea,USR_PLUS
96334,Coarnele Caprei,PNL
96370,Comarna,PNL
96423,Costuleni,PNL
96478,Cotnari,PSD
96593,Cozmesti,PSD
96637,Cristesti,PNL
96664,Cucuteni,PSD
96717,Dagata,PNL
96815,Deleni,AUR
96888,Dobrovat,PNL
96904,Dolhesti,PSD
96940,Dumesti,PSD
97009,Erbiceni,PSD
97063,Focuri,PSD
97090,Golaiesti,PNL
97189,Gorban,PSD
97241,Grajduri,PSD
97321,Gropnita,PNL
97394,Grozesti,PSD
97438,Halaucesti,PNL
97465,Helesteni,PSD
97517,Horlesti,PNL
97553,Ipatele,PSD
97606,Lespezi,PSD
97679,Letcani,PNL
97722,Lungani,PSD
97777,Madarjac,PSD
97811,Mircesti,USR_PLUS
97875,Mironeasa,PNL
97919,Miroslava,USR_PLUS
98051,Miroslovesti,PSD
98113,Mogosesti,PNL
98168,Mogosesti-Siret,PNL
98202,Mosna,PNL
98220,Motca,PSD
98257,Movileni,PSD
98300,Oteleni,PSD
98337,Plugari,PNL
98373,Oras Podu Iloaiei,PNL
98435,Popesti,PNL
98505,Popricani,PNL
98603,Prisacani,PSD
98649,Probota,PNL
98685,Raducaneni,PSD
98738,Romanesti,PNL
98774,Ruginoasa,PSD
98827,Schitu Duca,PNL
98916,Scanteia,PNL
98998,Scobinti,PSD
99058,Sinesti,PNL
99101,Siretel,PSD
99165,Stolniceni-Prajescu,PNL
99209,Strunga,PSD
99290,Scheia,PSD
99370,Sipote,PSD
99441,Tansa,PNL
99478,Tatarusi,PSD
99539,Todiresti,PSD
99600,Trifesti,PNL
99673,Tibana,PSD
99780,Tibanesti,PSD
99879,Tiganasi,PSD
99922,Tutora,PSD
99968,Valea Seaca,PSD
100004,Victoria,PNL
100086,Vanatori,PSD
100148,Vladeni,PSD
100219,Voinesti,PSD
100273,Bals,PNL
100282,Costesti,PSD
100308,Draguseni,PSD
100317,Fantanele,PNL
100326,Harmanesti,PSD
100335,Rachiteni,PNL
100344,Roscani,PSD
100353,Valea Lupului,USR_PLUS
100362,Ciohorani,PSD
100521,Municipiul Giurgiu,PSD
100549,Slobozia,PSD
100576,Oras Buftea,PNL
100610,Municipiul Oltenita,PSD
100638,Mitreni,PNL
100683,Municipiul Urziceni,PSD
100709,Ciocarlia,PSD
100736,Manasia,PSD
100754,Adancata,PNL
100781,Adunatii-Copaceni,PNL
100834,Afumati,PNL
100852,Alexeni,PNL
100870,Armasesti,PSD
100923,Axintele,PSD
100969,Balotesti,PSD
101001,Baneasa,PNL
101056,Barcanesti,PSD
101083,Belciugatele,PNL
101145,Berceni,PNL
101163,Bolintin-Deal,PNL
101190,Oras Bolintin-Vale,PSD
101243,Brazii,PSD
101298,Branesti,PNL
101341,Brezoaele,PNL
101378,Bucsani,PNL
101458,Oras Budesti,PSD
101519,Bulbucata,PNL
101564,Butimanu,PNL
101617,Buturugeni,PSD
101662,Calugareni,PNL
101724,Cascioarele,PSD
101742,Cernica,PNL
101804,Chirnogi,PSD
101822,Chiselet,PNL
101840,Ciocanesti,PNL
101902,Ciolpani,PNL
101957,Ciorogarla,PNL
101984,Clejani,PNL
102035,Clinceni,PNL
102071,Colibasi,PNL
102106,Comana,PNL
102160,Corbeanca,USR_PLUS
102213,Cornetu,PSD
102240,Cosereni,PSD
102286,Crevedia,PSD
102348,Crevedia Mare,PNL
102419,Curcani,PSD
102446,Daia,PNL
102473,Dascalu,PNL
102525,Darasti-Ilfov,PSD
102543,1 Decembrie,PNL
102570,Domnesti,PNL
102605,Dragomiresti-Vale,PNL
102641,Dragoesti,PSD
102703,Dridu,PSD
102749,Oras Fierbinti-Targ,PSD
102794,Floresti-Stoenesti,PNL
102838,Frasinet,PNL
102909,Fratesti,PNL
102945,Frumusani,PSD
103014,Fundeni,PSD
103032,Oras Fundulea,PSD
103087,Gaiseni,PNL
103130,Ganeasa,PNL
103194,Gaujani,PSD
103238,Ghimpati,PNL
103283,Garbovi,PSD
103309,Gogosari,PNL
103354,Gostinu,PNL
103372,Gostinari,PNL
103407,Gradinari,PNL
103443,Gradistea,PNL
103470,Greaca,PSD
103513,Gruiu,PNL
103568,Gurbanesti,PSD
103639,Hotarele,PNL
103693,Iepuresti,PNL
103764,Ileana,PSD
103862,Ion Roata,PSD
103899,Izvoarele,PNL
103960,Jilavele,PSD
103997,Joita,PNL
104047,Letca Noua,PNL
104083,Luica,PSD
104118,Mihai Bravu,PNL
104136,Oras Mihailesti,PNL
104181,Manastirea,PSD
104225,Marsa,PSD
104243,Moara Vlasiei,PNL
104270,Movilita,PSD
104323,Nana,PSD
104341,Nicolae Balcescu,PNL
104387,Niculesti,PSD
104421,Nuci,PNL
104485,Ogrezeni,PSD
104519,Oinacu,PNL
104546,Peris,PNL
104582,Petrachioaia,PNL
104635,Plataresti,PNL
104680,Prundu,PNL
104715,Putineiu,PNL
104751,Radovanu,PSD
104788,Rasuceni,PNL
104831,Roata De Jos,PNL
104886,Sarulesti,PSD
104975,Schitu,PNL
105026,Sinesti,PSD
105106,Singureni,PNL
105142,Slobozia Moara,PSD
105160,Snagov,PNL
105222,Sohatu,PNL
105259,Spantov,PNL
105295,Stanesti,PSD
105348,Stoenesti,PNL
105384,Soldanu,PSD
105419,Stefanestii De Jos,PNL
105455,Tamadau Mare,PSD
105534,Tartasesti,PSD
105570,Tunari,PSD
105605,Ulmeni,PSD
105623,Ulmi,PSD
105712,Valea Argovei,PSD
105776,Valea Dragului,PSD
105794,Valea Macrisului,PSD
105829,Vasilati,PSD
105874,Varasti,PSD
105909,Vedea,PNL
105936,Vidra,PNL
105972,Vanatorii Mici,PNL
106318,Municipiul Baia Mare,PNL
106363,Grosi,PNL
106407,Recea,PNL
106461,Oras Tautii-Magheraus,PNL
106559,Municipiul Sighetu Marmatiei,PSD
106620,Sarasau,PNL
106648,Vadu Izei,PSD
106684,Oras Baia Sprie,PNL
106746,Oras Borsa,PSD
106782,Oras Cavnic,PSD
106817,Oras Targu Lapus,PNL
106979,Oras Viseu De Sus,PNL
107001,Ardusat,PNL
107047,Arinis,PSD
107083,Asuaju De Sus,PSD
107118,Baita De Sub Codru,PSD
107154,Baiut,PNL
107190,Basesti,PNL
107234,Bicaz,PSD
107270,Bistra,PNL
107314,Barsana,PSD
107350,Bocicoiu Mare,PSD
107403,Bogdan Voda,PNL
107430,Boiu Mare,PSD
107485,Botiza,PSD
107519,Budesti,PNL
107546,Calinesti,PMP
107582,Cernesti,PSD
107662,Cicarlau,PSD
107715,Campulung La Tisa,UDMR
107733,Copalnic-Manastur,PNL
107868,Coroieni,PNL
107920,Cupseni,PSD
107975,Desesti,PNL
108017,Oras Dragomiresti,PSD
108035,Dumbravita,PNL
108106,Farcasa,PNL
108151,Giulesti,PNL
108204,Ieud,PSD
108222,Lapus,PNL
108240,Leordina,USR_PLUS
108268,Miresu Mare,PNL
108348,Moisei,PSD
108366,Oarta De Jos,PNL
108400,Ocna Sugatag,PSD
108455,Petrova,PSD
108473,Poienile De Sub Munte,PSD
108491,Remetea Chioarului,PMP
108552,Remeti,PSD
108598,Repedea,PSD
108614,Rona De Jos,PSD
108632,Rona De Sus,USR_PLUS
108669,Rozavlea,PNL
108696,Ruscova,PNL
108712,Satulung,PSD
108794,Sacalaseni,PNL
108874,Sacel,PSD
108892,Oras Salistea De Sus,PSD
108918,Salsig,PMP
108945,Sapanta,PNL
108963,Oras Seini,PSD
109005,Stramtura,PNL
109041,Suciu De Sus,PSD
109096,Sisesti,PNL
109176,Oras Somcuta Mare,PSD
109265,Oras Ulmeni,PMP
109354,Valea Chioarului,PSD
109425,Vima Mica,PSD
109504,Viseu De Jos,PNL
109773,Municipiul Drobeta-Turnu Severin,PSD
109826,Simian,PNL
109924,Oras Baia De Arama,PSD
110027,Obarsia-Closani,PNL
110063,Municipiul Orsova,PSD
110116,Oras Strehaia,PSD
110232,Oras Vanju Mare,PSD
110296,Bala,PNL
110456,Balta,PMP
110535,Balacita,PSD
110571,Bacles,PNL
110688,Balvanesti,PNL
110740,Breznita-Motru,PNL
110820,Breznita-Ocol,PSD
110875,Brosteni,PSD
110946,Burila Mare,PNL
111006,Butoiesti,PNL
111097,Cazanesti,PSD
111220,Ciresu,PNL
111275,Corcova,PNL
111417,Corlatel,PSD
111444,Cujmir,PNL
111480,Devesel,PNL
111550,Darvari,PSD
111587,Dumbrava,PSD
111685,Floresti,PSD
111783,Garla Mare,PNL
111818,Godeanu,PNL
111863,Gogosu,PNL
111916,Greci,PSD
111989,Grozesti,PSD
112030,Gruia,PNL
112076,Hinova,PSD
112129,Husnicioara,PNL
112245,Eselnita,PSD
112263,Ilovat,PNL
112334,Ilovita,PSD
112370,Isverna,PNL
112469,Izvoru Barzii,PNL
112548,Jiana,PSD
112600,Livezile,PSD
112664,Malovat,PSD
112744,Obarsia De Camp,PSD
112771,Oprisor,PSD
112806,Padina,PNL
112879,Patulele,PNL
112904,Dubova,PNL
112959,Podeni,PNL
112995,Ponoarele,PSD
113153,Poroina Mare,PNL
113206,Pristol,PSD
113233,Prunisor,PMP
113395,Punghina,PSD
113466,Rogova,PSD
113493,Salcia,PSD
113518,Stangaceaua,PSD
113607,Svinita,PSD
113625,Sisesti,PNL
113698,Sovarna,PSD
113732,Tamna,PSD
113849,Vanatori,PSD
113894,Vanjulet,PNL
113929,Vladaia,PSD
113974,Voloiac,PNL
114060,Branistea,PSD
114079,Vrata,PSD
114319,Municipiul Targu Mures,UDMR
114355,Cristesti,UDMR
114382,Sancraiu De Mures,UDMR
114417,Sangeorgiu De Mures,UDMR
114453,Santana De Mures,UDMR
114514,Municipiul Sighisoara,PNL
114603,Albesti,PNL
114710,Oras Ludus,PSD
114809,Municipiul Reghin,PNL
114854,Oras Sovata,UDMR
114925,Municipiul Tarnaveni,PNL
114970,Acatari,UDMR
115076,Adamus,UDMR
115147,Alunis,UDMR
115183,Apold,PNL
115236,Atintis,USR_PLUS
115307,Bahnea,PNL
115389,Band,UDMR
115520,Batos,PNL
115575,Bagaciu,UDMR
115600,Bala,PNL
115637,Balauseri,UDMR
115708,Beica De Jos,PSD
115771,Bichis,UDMR
115824,Bogata,UDMR
115851,Breaza,UDMR
115897,Brancovenesti,UDMR
115959,Ceuasu De Campie,UDMR
116046,Chetani,USR_PLUS
116126,Chiheru De Jos,PNL
116171,Coroisanmartin,PNL
116224,Cozma,PNL
116288,Craciunesti,UDMR
116340,Craiesti,PNL
116395,Cucerdea,PNL
116439,Cuci,PSD
116493,Danes,PNL
116545,Deda,PSD
116590,Eremitu,UDMR
116652,Ernei,UDMR
116723,Faragau,PSD
116796,Fantanele,UDMR
116867,Galesti,UDMR
116938,Ganesti,UDMR
116983,Gheorghe Doja,UDMR
117042,Ghindari,UDMR
117113,Glodeni,UDMR
117177,Gornesti,UDMR
117275,Grebenisu De Campie,PSD
117319,Gurghiu,PNL
117426,Hodac,PNL
117505,Hodosa,UDMR
117550,Ibanesti,PSD
117667,Iclanzel,PSD
117783,Ideciu De Jos,PNL
117827,Oras Iernut,PNL
117925,Livezeni,UDMR
117998,Lunca,PNL
118058,Lunca Bradului,PSD
118094,Magherani,UDMR
118209,Mica,UDMR
118281,Oras Miercurea Nirajului,UDMR
118370,Mihesu De Campie,PNL
118469,Nades,PNL
118511,Neaua,UDMR
118575,Ogra,PSD
118637,Papiu Ilarian,UDMR
118691,Panet,UDMR
118753,Pasareni,UDMR
118799,Petelea,PNL
118824,Pogaceaua,PSD
118931,Rastolita,PNL
118995,Raciu,PNL
119153,Rusii-Munti,PSD
119206,Saschiz,PNL
119242,Oras Sarmasu,PSD
119331,Oras Sangeorgiu De Padure,UDMR
119386,Sanger,PNL
119466,Sanpaul,UDMR
119527,Sanpetru De Campie,PMP
119590,Solovastru,PNL
119625,Stanceni,PNL
119661,Suplac,UDMR
119723,Suseni,PNL
119750,Saulia,PSD
119803,Sincai,PSD
119858,Taureni,PSD
119894,Oras Ungheni,PNL
119974,Valea Larga,PNL
120076,Vargata,UDMR
120138,Vatava,PSD
