uat_siruta,nr_alegatori,nr_voturi,PMP,PSD,PNL,USR_PLUS,PRO_ROMANIA,AUR,UDMR
1017,63246,21387,830,4167,5800,6000,865,2212.0,252
1071,2901,1388,99,226,551,216,38,154.0,12
1151,4675,1616,45,677,452,135,57,172.0,21
1213,21802,5849,141,1527,1587,1017,173,474.0,749
1348,17102,5490,152,876,2407,620,125,875.0,149
1455,6436,2642,38,874,911,181,70,457.0,10
1696,22130,7006,226,1889,2410,1101,158,878.0,49
1794,11840,2757,178,568,1108,293,128,205.0,144
1874,26595,7662,330,1224,3177,1390,154,940.0,36
1936,6844,2196,97,557,758,186,124,372.0,24
2130,1774,681,15,141,263,26,23,180.0,1
2309,1097,464,83,69,158,47,28,63.0,5
2381,1464,883,10,213,521,22,31,74.0,0
2577,1286,482,18,109,243,22,20,46.0,0
2915,3420,965,31,319,264,99,35,181.0,10
2988,1692,481,44,60,227,44,8,74.0,5
3039,3923,1255,27,409,437,78,38,215.0,6
3397,855,299,8,46,151,32,6,41.0,3
3459,1324,456,12,267,86,15,14,46.0,3
3761,800,276,5,24,180,16,11,34.0,1
3805,1379,617,8,86,301,78,11,79.0,10
3841,279,161,83,18,40,8,1,2.0,2
3958,2464,737,22,130,232,49,15,201.0,57
4008,1023,563,9,379,76,30,5,49.0,2
4106,1508,501,45,161,155,46,13,67.0,2
4142,1763,555,22,95,186,98,74,61.0,1
4188,1761,687,91,111,248,58,26,122.0,8
4240,2604,965,42,115,630,74,6,75.0,0
4268,820,365,13,46,227,17,17,33.0,1
4302,1380,657,9,60,432,57,13,35.0,36
4366,3830,1107,93,218,375,160,38,122.0,71
4482,1697,475,18,201,178,25,3,36.0,5
4525,1351,448,10,104,163,34,28,86.0,1
4703,963,357,12,54,198,20,11,33.0,7
4767,1733,916,17,144,526,48,26,120.0,3
4927,5782,1687,71,304,613,297,38,277.0,11
4981,570,214,58,30,71,12,12,20.0,1
5103,4284,1333,31,166,679,94,32,264.0,23
5167,1234,591,17,130,328,39,7,52.0,5
5210,2304,898,12,88,364,38,14,58.0,313
5309,2111,438,10,64,109,41,19,50.0,135
5336,2656,971,69,304,211,157,33,155.0,5
5577,2490,954,34,291,334,76,37,139.0,3
5700,2843,957,54,211,474,81,18,82.0,0
5755,1772,525,11,120,174,53,17,29.0,98
5826,759,315,22,55,165,31,12,17.0,2
6048,1543,501,14,62,301,22,8,27.0,54
6119,565,313,6,45,204,25,8,11.0,1
6164,637,296,9,99,128,9,5,34.0,2
6217,3056,985,23,165,427,108,24,186.0,3
6271,867,279,6,88,97,13,22,44.0,4
6397,585,219,13,37,112,14,22,14.0,1
6468,903,383,17,79,192,49,11,22.0,3
6547,1178,519,5,102,252,23,16,43.0,62
6592,945,328,3,32,16,24,3,0.0,243
6627,554,250,5,108,65,19,3,36.0,5
6761,2356,868,28,357,225,60,17,123.0,5
6930,1273,321,14,75,87,24,11,92.0,2
6976,1307,451,12,97,219,55,19,33.0,5
7044,2044,959,33,153,445,83,47,163.0,3
7099,4958,1623,447,188,536,194,22,169.0,11
7197,1371,643,13,168,293,24,22,79.0,5
7348,2232,720,63,113,306,54,27,121.0,7
7384,2624,969,36,318,334,119,22,80.0,8
7446,1537,564,34,180,236,16,17,59.0,0
7767,2200,820,10,335,254,75,17,95.0,5
7810,2198,750,25,167,311,92,40,66.0,5
7865,3710,1053,65,132,445,84,22,164.0,115
7945,2141,853,21,104,413,70,12,211.0,1
8014,2378,1060,38,100,572,174,14,117.0,4
8096,6081,1836,67,645,478,180,69,284.0,44
8158,4276,1186,26,256,411,186,24,98.0,137
8229,1160,559,16,165,152,14,86,94.0,2
8354,2636,915,14,73,245,38,6,483.0,11
8425,1366,564,49,266,63,40,30,95.0,2
8826,4606,1417,57,258,503,254,50,209.0,16
9019,1086,462,35,99,213,35,17,48.0,1
9026,1853,666,100,65,260,30,10,100.0,81
9262,149410,41705,1824,7918,10500,9826,1600,4375.0,2727
9280,3101,912,21,174,285,100,82,119.0,59
9333,3283,1037,40,191,226,225,65,165.0,43
9360,2537,826,29,138,162,105,21,87.0,221
9397,11963,3196,105,522,948,664,115,525.0,44
9459,6823,1970,52,443,545,171,45,252.0,279
9495,7104,1398,106,312,459,213,23,169.0,25
9538,8006,2456,71,532,874,219,82,430.0,56
9574,9580,2593,92,992,583,330,96,305.0,29
9627,6642,1567,303,318,287,181,65,267.0,26
9654,6582,1677,60,626,247,133,21,417.0,38
9690,5461,1538,90,327,513,182,52,171.0,24
9743,2160,714,35,168,212,63,57,104.0,4
9798,2857,882,17,344,236,71,21,123.0,4
9832,1280,599,32,285,108,36,12,89.0,3
9887,908,302,18,63,113,20,24,22.0,0
9930,2593,832,30,230,300,60,39,118.0,1
10006,1532,346,28,113,66,15,47,38.0,1
10051,1588,669,26,140,257,42,33,112.0,6
10104,2245,902,22,473,181,46,36,85.0,5
10195,2782,885,23,223,204,68,25,112.0,10
10239,1074,494,48,95,163,10,30,80.0,7
10293,2897,1157,28,321,516,51,51,107.0,3
10346,947,332,23,99,93,22,3,30.0,6
10373,2303,787,22,216,300,42,19,116.0,12
10417,1099,423,16,127,156,15,26,34.0,3
10453,1855,567,20,161,192,28,47,67.0,7
10514,2135,458,30,65,168,66,17,64.0,1
10532,2472,991,41,401,268,30,67,84.0,3
10649,1104,427,29,153,85,41,30,22.0,4
10701,1389,656,34,254,202,22,40,56.0,0
10765,1103,342,31,107,51,32,13,62.0,0
10827,2628,896,12,443,151,51,19,146.0,5
10872,3584,988,24,154,424,100,36,155.0,35
10916,2068,406,16,79,140,15,12,107.0,3
10943,3302,1172,56,346,424,47,22,105.0,4
11058,2366,940,42,507,151,33,32,89.0,5
11174,1034,385,33,121,104,20,19,44.0,4
11236,1097,520,12,208,111,33,55,64.0,6
11307,624,254,14,50,85,12,24,40.0,3
11352,2279,613,9,50,129,45,27,81.0,242
11398,5999,1139,27,225,330,110,45,272.0,11
11423,2873,829,11,128,51,26,28,129.0,418
11478,873,420,9,184,119,19,13,34.0,6
11502,1663,474,5,61,176,22,9,102.0,77
11539,3698,895,58,262,202,94,27,147.0,13
11584,11748,3234,69,439,1013,302,89,528.0,585
11637,1610,480,10,35,57,28,17,54.0,246
11664,1202,438,17,89,171,15,31,69.0,1
11735,1685,396,45,76,146,23,6,64.0,4
11762,1013,392,23,111,155,15,13,40.0,0
11842,2488,766,57,223,204,29,60,110.0,8
11940,4888,1094,73,321,189,69,67,258.0,22
11995,2463,789,36,153,242,25,25,204.0,2
12037,3452,749,17,123,241,84,15,209.0,8
12055,3110,842,34,107,239,43,21,121.0,233
12091,12869,2379,92,453,603,350,97,534.0,17
12126,1957,791,20,141,387,33,15,136.0,13
12144,3542,1003,99,126,395,96,30,156.0,4
12206,2516,639,9,210,144,48,21,167.0,3
12224,2240,597,12,169,252,24,13,88.0,5
12242,3571,933,87,334,125,59,40,176.0,8
12288,751,296,9,25,153,11,10,50.0,12
12340,3457,796,16,176,276,52,23,130.0,14
12368,7261,1535,36,290,470,174,43,365.0,15
12402,311,122,2,34,25,23,11,17.0,0
12457,1457,472,19,88,157,35,46,79.0,2
12509,5296,2110,29,887,587,55,35,303.0,2
12572,1471,448,34,153,109,33,20,46.0,4
12643,5816,1359,39,190,366,224,46,229.0,193
12689,2277,713,62,207,161,104,33,54.0,4
12778,3721,826,18,122,254,104,36,200.0,5
12812,2205,694,64,72,183,15,95,121.0,1
12849,1215,280,5,16,35,4,6,18.0,179
12876,4343,1351,50,146,378,188,34,179.0,282
12912,1430,572,6,11,40,29,6,10.0,457
12920,2368,665,25,88,273,77,15,136.0,5
12938,2457,741,30,100,302,77,35,142.0,6
13169,145335,44523,1902,16132,8660,10502,2232,2836.0,78
13187,9262,3132,210,1085,597,627,147,306.0,5
13276,7477,2681,347,1207,348,347,130,180.0,8
13301,28876,9473,290,4159,1386,1736,526,903.0,14
13365,4644,1673,79,770,307,246,80,112.0,3
13392,13188,3987,289,1528,716,778,191,261.0,12
13490,30215,8085,308,2798,1758,1919,361,580.0,18
13524,3369,1096,23,609,168,126,38,79.0,4
13622,27831,8021,354,3084,1513,1423,478,735.0,14
13668,8839,2531,107,1247,355,283,114,250.0,9
13757,7883,2680,86,1208,530,307,148,210.0,5
13819,5095,1647,83,554,435,139,133,219.0,2
13891,1300,443,23,137,190,31,24,25.0,1
13935,3549,1429,27,770,206,176,81,87.0,1
13999,2707,1051,81,515,144,72,76,106.0,2
14049,1975,501,19,191,115,62,27,61.0,0
14085,2528,951,34,391,231,78,69,99.0,3
14165,5123,1554,31,825,232,152,108,149.0,2
14272,3359,1224,119,619,219,89,32,89.0,1
14352,1510,636,48,212,120,85,96,49.0,2
14405,2740,864,48,469,110,30,76,100.0,3
14450,3844,1311,29,569,529,47,40,51.0,2
14584,3676,1111,42,611,188,59,58,106.0,1
14673,2041,907,93,518,113,51,52,36.0,1
14726,958,420,14,187,91,14,72,21.0,1
14753,1551,613,106,232,60,41,29,88.0,0
14851,3548,1160,35,619,176,116,52,97.0,7
14922,2428,792,23,394,146,107,19,65.0,3
14940,4780,1294,90,609,238,82,98,102.0,8
15064,1919,533,31,221,145,18,52,35.0,1
15108,9165,2578,155,1283,318,269,136,264.0,3
15233,3189,1108,65,577,156,109,48,113.0,2
15313,1829,550,15,251,115,39,45,41.0,2
15402,2270,806,26,565,74,52,21,33.0,2
15448,1719,624,56,208,217,40,30,40.0,2
15493,2010,735,24,409,113,82,13,64.0,1
15554,983,388,14,160,137,10,36,15.0,0
15652,1923,473,38,217,63,65,15,49.0,1
15741,4626,1425,33,628,203,199,96,191.0,2
15830,3484,1347,188,438,192,92,91,250.0,4
15901,4439,1145,51,614,121,78,79,128.0,1
15983,1629,511,18,241,89,39,29,45.0,2
16132,1737,567,24,257,79,30,48,87.0,2
16285,2474,854,21,444,148,109,41,54.0,2
16329,830,458,16,196,106,30,30,30.0,1
16365,2988,962,28,507,134,101,36,112.0,3
16427,1510,514,33,264,107,26,18,52.0,2
16454,2774,1285,42,442,547,70,50,79.0,0
16472,2100,741,41,299,232,56,31,46.0,0
16506,1775,562,15,281,95,55,29,50.0,0
16551,2472,827,12,457,121,77,24,70.0,0
16613,1945,598,32,388,71,21,18,35.0,0
16659,1841,1069,13,290,667,17,17,18.0,3
16739,1859,478,25,182,152,33,34,34.0,0
16757,4649,1353,48,595,217,93,161,137.0,3
16908,3844,1458,42,837,202,181,64,57.0,3
16944,2305,703,36,395,100,43,20,76.0,2
17049,3706,1022,21,665,120,70,33,56.0,6
17101,3692,932,22,466,111,128,40,103.0,2
17209,3792,1295,96,591,179,89,96,154.0,4
17254,5019,1733,34,994,200,100,151,138.0,5
17334,1358,365,30,143,95,36,24,22.0,0
17398,1972,555,26,348,69,29,29,19.0,1
17423,1565,539,50,223,62,18,31,104.0,1
17496,5644,1861,163,573,402,325,84,158.0,5
17575,1712,483,18,190,171,18,12,49.0,0
17619,3122,1082,66,524,193,73,32,104.0,2
17726,1761,585,36,323,89,46,19,24.0,1
17771,1250,699,12,495,64,26,11,58.0,0
17824,2377,878,13,549,96,54,39,68.0,3
17851,4611,1382,39,665,178,108,68,238.0,3
17913,846,247,11,79,21,68,11,36.0,2
17968,2783,836,73,354,267,31,40,37.0,0
18028,5423,1459,52,576,368,168,74,145.0,5
18162,1663,455,8,325,42,14,26,21.0,0
18242,3009,1178,29,704,203,82,44,73.0,0
18331,2533,733,45,409,95,58,41,58.0,2
18411,2328,786,72,511,84,28,19,52.0,0
18475,2387,1185,19,860,95,68,59,33.0,0
18527,4927,1764,257,689,339,143,104,139.0,5
18554,1804,568,11,317,79,52,30,54.0,4
18581,1558,754,77,446,100,46,20,32.0,1
18670,4152,1119,24,421,266,86,52,136.0,3
18741,3843,1007,33,611,94,84,28,121.0,2
18778,4187,1502,34,794,181,98,189,132.0,2
18858,3562,1000,48,523,96,164,33,64.0,3
18938,2599,756,49,475,69,46,46,30.0,1
19007,2609,872,47,320,230,98,52,90.0,2
19114,1878,458,13,299,52,33,8,22.0,2
19141,2048,677,27,340,130,39,50,50.0,3
19212,1205,477,20,286,73,31,27,16.0,0
19249,2761,771,10,383,172,48,37,79.0,1
19338,4018,1175,99,475,352,87,38,70.0,3
19392,1645,507,10,218,195,13,22,29.0,2
19560,2333,843,25,615,80,28,20,28.0,1
19631,2573,894,45,354,222,77,38,113.0,0
19695,2459,850,27,374,124,83,93,107.0,1
19793,3083,986,120,466,113,98,47,79.0,1
19999,2575,766,51,353,128,73,43,83.0,0
20048,885,480,7,378,80,2,2,11.0,0
20055,2272,813,23,454,108,55,72,62.0,4
20063,2459,879,10,311,360,63,42,57.0,2
20297,166885,43515,2566,11296,9715,9816,2514,4237.0,211
20313,5305,1678,72,389,452,316,114,219.0,6
20359,6157,1969,105,698,347,282,95,281.0,9
20411,4641,1361,145,329,357,239,108,101.0,1
20466,8518,2227,87,651,513,404,88,300.0,14
20563,43109,11174,1408,3583,2222,1741,496,1014.0,39
20607,4141,1151,62,624,134,46,66,131.0,1
20670,4099,1439,83,829,193,52,32,152.0,9
20778,19301,3407,145,1376,588,315,189,528.0,14
20821,19632,5989,125,2017,1856,496,149,958.0,22
20876,19978,5305,256,1755,1226,604,269,774.0,21
20910,4273,1298,61,352,556,91,26,135.0,2
20965,10666,3070,190,979,612,493,126,452.0,8
21007,5027,1278,22,565,232,61,30,239.0,52
21098,2135,805,21,244,377,33,11,90.0,3
21123,5690,1572,23,630,265,114,95,341.0,10
21196,6581,1605,48,796,226,120,74,180.0,13
21249,1763,488,10,267,55,53,19,46.0,3
21338,4533,1207,36,657,156,71,32,178.0,7
21418,4238,1104,41,637,82,106,17,144.0,10
21454,3846,991,41,413,119,103,21,215.0,6
21506,5857,1178,28,552,212,66,24,152.0,4
21560,2256,445,33,173,64,20,41,78.0,3
21597,2698,608,31,288,76,34,11,117.0,2
21668,4174,918,51,195,306,152,21,100.0,10
21720,3364,977,28,459,248,82,21,80.0,0
21757,4330,1029,39,463,163,62,61,148.0,4
21855,5518,1204,49,141,325,316,35,203.0,46
21891,1709,557,26,303,82,6,10,88.0,3
21971,4171,919,32,556,106,43,20,81.0,5
22059,2574,981,16,629,91,33,48,114.0,3
22111,1496,422,29,219,64,49,3,21.0,2
22166,11453,3010,65,872,1042,186,77,584.0,12
22237,2183,867,22,522,167,29,9,71.0,2
22380,9038,3015,60,1547,312,202,41,659.0,3
22460,4478,1118,22,266,267,320,27,127.0,15
22488,1981,1018,91,526,295,16,19,29.0,1
22576,3885,1036,25,307,342,92,35,156.0,1
22665,2236,697,2,209,258,20,12,78.0,75
22718,3823,1021,18,185,58,59,20,161.0,477
22781,5765,1081,35,206,231,322,33,184.0,11
22834,2657,652,25,206,258,31,10,84.0,2
22898,5448,1113,128,357,231,63,59,183.0,9
22941,4045,957,17,608,68,54,18,117.0,2
23047,1924,701,22,465,85,15,10,51.0,2
23127,1341,409,122,109,91,21,10,23.0,1
23207,2326,886,29,600,78,17,9,94.0,5
23289,4482,1036,29,343,281,124,38,144.0,6
23350,4304,1006,29,133,465,215,13,74.0,12
23387,3504,1074,37,288,372,78,35,184.0,2
23449,4386,884,24,303,278,48,21,158.0,4
23494,2665,846,32,577,100,26,11,53.0,2
23644,2299,538,37,294,96,23,6,34.0,3
23715,8342,1803,131,305,526,445,41,175.0,52
23797,7762,1410,48,417,454,114,51,196.0,12
23868,1324,486,42,295,38,23,12,37.0,6
23948,3024,839,27,459,127,15,23,111.0,4
23975,2809,718,21,415,70,35,9,119.0,7
24034,2716,624,25,224,130,41,53,85.0,5
24089,2977,862,23,493,87,60,28,95.0,12
24187,3504,794,12,455,120,30,19,89.0,6
24276,3878,794,92,224,186,76,13,136.0,7
24338,5319,1177,49,313,387,130,41,141.0,34
24427,2617,835,19,534,89,22,37,59.0,5
24524,3968,1059,89,480,189,69,20,126.0,6
24631,6582,1664,27,931,220,91,18,263.0,3
24711,3023,779,17,216,287,62,34,120.0,2
24766,6710,1471,27,401,284,161,40,435.0,26
24837,3669,971,37,656,106,23,12,69.0,4
24999,1802,476,32,246,63,17,3,46.0,4
25068,8164,2166,67,949,527,151,40,282.0,18
25148,3719,915,15,485,168,44,12,129.0,5
25228,4668,1621,67,744,302,175,36,196.0,1
25291,2541,605,11,231,98,67,65,89.0,6
25362,1890,537,28,137,198,29,30,71.0,3
25488,2914,687,14,367,72,36,21,131.0,6
25521,3423,878,65,547,97,19,14,73.0,8
25629,2009,539,16,288,69,32,16,51.0,21
25692,2576,994,48,519,143,45,16,139.0,2
25745,1933,614,25,358,49,23,12,96.0,1
25825,4559,1286,32,515,218,162,42,219.0,28
25861,2734,627,63,104,254,68,16,78.0,2
25932,3043,1044,14,707,86,32,19,109.0,1
26029,3113,740,60,241,184,85,15,108.0,2
26083,3110,1174,24,884,81,20,9,82.0,4
26118,1545,479,5,313,75,13,7,26.0,4
26289,3911,1026,32,288,294,87,25,219.0,3
26320,1934,607,14,241,117,74,11,87.0,4
26338,2464,819,24,526,66,37,30,96.0,2
26346,3224,699,9,130,316,88,26,79.0,6
26353,1997,702,58,373,116,37,27,46.0,2
26361,1987,568,9,241,181,25,7,72.0,2
26379,1271,444,14,79,169,34,34,67.0,2
26564,188794,60064,1082,9420,24048,6950,2031,3843.0,10269
26582,10019,4441,138,1471,1635,418,161,356.0,73
26653,6156,2123,51,290,1093,320,52,151.0,57
26699,9105,2881,62,427,1228,198,75,320.0,358
26742,3036,1144,44,197,587,44,22,174.0,9
26804,9476,3288,75,762,1315,336,186,300.0,180
26840,6278,2207,48,526,1115,126,72,216.0,15
26877,14805,4171,48,519,928,247,79,387.0,1814
26920,1886,947,25,471,254,57,25,92.0,6
26975,15985,4940,44,603,789,264,83,490.0,2543
27007,2186,979,34,208,466,61,78,93.0,7
27070,2636,1023,9,152,603,32,29,126.0,36
27169,2535,914,9,57,88,26,13,60.0,609
27212,2415,946,38,151,479,42,16,174.0,5
27285,2690,881,6,272,199,47,32,218.0,54
27329,2699,901,20,105,430,35,12,92.0,158
27383,4247,904,12,383,133,36,20,129.0,142
27436,4019,1400,6,56,160,44,9,41.0,1052
27506,1040,398,2,46,219,14,25,68.0,7
27560,3255,1406,42,561,345,93,27,250.0,11
27631,3887,1797,10,50,164,52,16,34.0,1440
27686,3965,1349,37,357,536,45,64,223.0,13
27757,3037,1168,33,508,317,44,59,139.0,12
27846,2231,994,24,413,291,59,45,120.0,7
27908,1652,566,2,12,6,2,6,6.0,524
27935,1869,864,28,241,352,59,23,109.0,4
27971,4041,2225,63,287,1000,90,511,200.0,6
28077,1605,699,25,269,174,34,48,97.0,7
28139,1388,601,19,218,167,15,34,66.0,59
28193,1625,710,27,347,188,31,24,62.0,8
28246,1983,701,15,189,318,23,16,105.0,11
28335,2993,1040,75,346,262,53,46,169.0,15
28415,1903,652,4,39,84,31,8,23.0,449
28497,1897,813,0,20,26,2,3,10.0,728
28530,2670,1032,14,102,248,33,19,68.0,504
28610,1946,858,8,53,93,29,53,40.0,556
28665,3499,865,10,136,289,37,21,144.0,191
28709,2052,883,31,423,243,28,45,88.0,2
28763,2603,1264,22,273,767,19,31,94.0,6
28816,1930,849,57,401,184,41,21,94.0,10
28889,1143,539,22,159,215,22,32,52.0,9
28941,2131,951,8,203,506,61,28,113.0,4
29001,3014,936,7,169,139,4,5,49.0,528
29038,2106,733,15,365,207,13,18,54.0,20
29092,5607,1778,8,169,179,33,36,127.0,1131
29154,4157,1336,72,408,483,89,37,170.0,7
29243,2545,1246,28,365,455,69,78,146.0,69
29341,2037,772,14,140,152,20,263,140.0,5
29403,2901,1038,29,279,178,21,87,102.0,307
29467,3177,940,17,118,421,54,15,132.0,154
29519,2801,1091,32,280,504,32,64,118.0,4
29573,2803,1010,20,222,518,36,82,67.0,5
29662,1930,620,13,278,142,51,27,67.0,11
29724,3668,1020,33,444,274,39,17,118.0,58
29760,1441,721,22,119,445,44,18,47.0,5
29813,2614,1189,35,297,516,37,33,217.0,11
29902,2961,1372,38,155,235,27,44,82.0,718
29948,2511,1326,77,218,780,56,52,98.0,13
30014,2360,705,22,124,313,56,31,124.0,11
30069,2227,830,93,145,326,47,38,103.0,32
30149,5398,1785,78,305,812,205,68,185.0,39
30229,2242,714,17,139,341,16,47,91.0,4
30274,5881,2014,30,278,901,158,35,246.0,255
30336,2633,1007,133,398,212,39,86,91.0,9
30416,1328,688,21,312,193,25,29,81.0,7
30470,2368,1086,20,396,379,29,47,179.0,12
30568,6567,1860,26,504,675,73,105,296.0,111
30648,1731,751,20,214,277,23,65,115.0,4
30719,2537,1280,13,674,220,37,27,108.0,161
30773,2959,1560,23,241,1061,52,32,110.0,10
30844,1993,1071,20,271,550,22,48,102.0,12
30871,1652,578,24,172,248,29,23,41.0,9
30915,9939,3736,17,206,203,33,46,99.0,2988
30988,2629,1340,3,38,23,5,5,17.0,1213
31011,3683,1141,10,56,137,40,13,53.0,814
31057,1313,648,65,253,150,29,25,80.0,17
31128,2239,1087,32,503,357,18,19,99.0,7
31208,1079,517,11,86,266,15,50,51.0,11
31262,3748,1345,41,169,517,62,28,230.0,230
31333,3245,1346,5,59,53,6,16,40.0,1111
31379,985,201,3,39,99,10,13,17.0,8
31422,2016,724,66,195,279,23,64,57.0,19
31510,2593,912,85,181,406,31,27,112.0,24
31565,2136,656,5,43,31,11,7,22.0,519
31609,1772,903,8,298,101,13,17,59.0,389
31654,3597,1206,14,184,185,21,34,164.0,570
31716,5752,1489,44,296,507,59,61,183.0,244
31789,6460,1887,44,368,873,83,84,196.0,168
31841,2226,804,30,317,226,54,15,123.0,7
31878,2596,880,14,336,219,26,51,108.0,85
31921,1756,761,30,316,140,30,30,83.0,106
31976,3314,1002,40,136,413,79,18,72.0,191
32027,9060,2831,13,181,170,32,20,61.0,2297
32045,1143,652,2,25,31,15,13,32.0,528
32090,1717,795,5,145,470,11,15,103.0,9
32153,1811,703,5,37,75,10,10,31.0,513
32161,2868,1226,13,84,311,78,16,33.0,667
32179,1958,880,15,103,469,24,108,116.0,22
32187,2476,889,17,43,105,18,6,108.0,562
32195,1741,695,7,341,192,39,21,55.0,15
32201,1779,521,5,229,142,27,28,66.0,3
32394,78728,24159,2567,5137,8577,3500,731,1853.0,838
32483,9977,3325,435,1293,746,219,87,156.0,244
32544,9510,2849,126,673,1220,319,127,270.0,27
32599,8922,2191,71,490,1128,104,38,308.0,10
32633,3792,1206,194,407,221,54,30,249.0,6
32660,2644,855,27,136,202,56,6,26.0,370
32704,2731,956,56,433,219,46,23,123.0,16
32768,1447,434,35,169,124,46,8,28.0,9
32811,3513,1329,46,982,165,27,14,62.0,2
32884,2350,699,310,141,130,17,14,61.0,7
32955,1312,438,96,153,122,17,8,15.0,3
33015,2457,744,37,177,239,47,18,36.0,148
33122,1858,641,87,193,165,44,69,37.0,9
33177,1641,475,38,280,67,24,21,22.0,2
33202,4226,1000,108,183,359,88,16,151.0,10
33248,6268,1238,70,242,627,71,29,156.0,12
33275,2115,734,54,343,129,38,7,55.0,87
33337,1954,567,30,89,357,21,2,52.0,4
33364,2791,948,24,490,199,59,13,126.0,5
33382,4333,1214,240,304,259,78,44,241.0,7
33435,5064,1543,59,778,350,70,23,114.0,83
33514,2375,787,13,125,549,28,11,46.0,1
33541,4108,983,196,301,231,45,21,135.0,12
33603,2713,574,31,115,237,64,20,80.0,4
33621,6296,1625,177,780,378,103,29,122.0,6
33658,2119,690,66,144,209,23,11,37.0,178
33729,1725,430,29,154,125,25,15,69.0,2
33765,2093,618,66,167,145,30,18,65.0,88
33845,917,276,25,54,73,7,7,17.0,34
33881,1057,485,20,186,221,17,4,15.0,9
33952,1127,497,17,256,93,68,8,23.0,3
33989,4417,1297,89,561,286,62,62,116.0,81
34075,2607,1126,71,240,505,36,18,62.0,154
34155,1940,559,49,246,68,8,8,152.0,3
34173,2954,856,95,201,290,43,12,64.0,118
34235,5327,1575,155,573,331,141,21,285.0,16
34262,2110,502,45,139,188,34,1,85.0,2
34280,3856,941,27,227,396,67,25,115.0,4
34333,5035,1484,256,681,285,72,23,108.0,26
34360,1425,553,22,82,101,24,254,46.0,2
34397,2328,858,126,325,263,50,37,29.0,3
34422,807,275,10,144,54,18,13,25.0,1
34477,1254,592,20,219,237,10,55,35.0,9
34547,3083,1082,34,125,771,15,18,83.0,4
34618,2721,1167,101,278,432,29,14,182.0,6
34645,2377,626,47,209,208,32,34,47.0,22
34690,3698,883,69,173,362,74,16,135.0,8
34770,2045,713,141,177,193,43,17,32.0,72
34850,2142,980,134,408,264,82,14,39.0,13
34903,3153,1117,81,430,340,79,28,53.0,48
34985,4553,1056,78,312,330,64,22,155.0,57
35054,4907,1075,209,197,297,54,88,142.0,13
35090,5284,1457,99,411,348,82,24,429.0,11
35152,2810,975,15,486,281,38,12,37.0,5
35269,3122,1055,125,410,244,66,13,76.0,78
35312,1491,463,31,53,279,15,10,53.0,12
35429,2809,1092,52,625,179,26,50,95.0,12
35731,99639,27636,935,10852,5019,4024,1551,3645.0,106
35759,4806,1468,59,736,227,116,57,202.0,3
35839,4168,1367,31,388,423,66,135,269.0,4
35884,3056,888,32,360,275,43,26,103.0,6
35946,11146,2219,85,1036,395,203,75,331.0,6
36006,25019,7018,188,3514,1055,534,322,1101.0,13
36060,6878,2129,36,1368,205,121,66,274.0,3
36131,4930,1235,40,384,296,172,60,228.0,11
36202,3001,904,26,501,160,27,37,121.0,2
36300,4211,1433,30,715,298,59,72,198.0,8
36373,1702,592,28,172,71,27,205,62.0,0
36426,2812,795,11,484,72,28,47,122.0,0
36453,4503,1241,41,720,176,56,36,176.0,3
36499,2716,920,17,235,446,26,77,75.0,1
36532,1479,405,15,198,50,12,55,47.0,2
36569,3477,1000,14,330,228,58,40,253.0,10
36649,1536,732,10,531,62,16,25,62.0,3
36676,1686,637,9,262,254,14,14,74.0,1
36756,5212,1261,21,550,135,60,38,402.0,9
36809,4369,987,30,326,364,21,59,142.0,2
36907,3941,1208,19,375,442,39,43,241.0,4
36952,2900,771,14,312,227,21,70,105.0,0
37011,2518,755,32,417,110,18,80,77.0,4
37057,2632,684,9,164,84,28,282,82.0,2
37100,2052,560,14,244,103,41,48,82.0,4
37173,4052,581,8,367,49,27,26,86.0,1
37217,3085,839,30,286,317,43,27,101.0,2
37280,9564,2510,36,578,1045,252,68,406.0,11
37324,4730,1031,39,305,254,48,86,225.0,10
37397,2533,907,36,509,122,33,60,105.0,1
37459,2698,925,31,607,83,30,59,76.0,7
37547,3635,787,46,406,85,33,63,128.0,3
37618,1666,428,12,124,192,14,13,50.0,0
37672,2707,732,16,459,73,28,37,93.0,2
37734,2801,687,27,250,166,46,50,110.0,3
37770,4863,1529,158,815,163,53,65,212.0,6
37823,3174,988,21,383,323,33,29,160.0,1
37850,2288,918,17,301,348,24,29,167.0,5
37912,3390,803,17,398,181,34,36,103.0,6
37958,2642,799,25,527,70,24,36,88.0,4
38063,6843,2213,108,645,664,185,90,384.0,8
38161,2129,553,24,270,120,26,27,62.0,3
38241,2079,634,5,452,92,22,15,30.0,2
38321,2140,594,67,306,57,27,29,83.0,1
38376,1360,357,7,224,49,6,16,40.0,1
38456,2158,602,15,235,154,23,26,118.0,1
38492,3875,1061,22,306,497,18,46,135.0,2
38544,2291,986,6,422,398,14,16,105.0,2
38580,2628,825,8,447,112,36,31,165.0,1
38633,2908,671,27,266,160,17,75,81.0,5
38679,2080,516,12,316,56,21,36,55.0,0
38731,4081,460,8,202,115,15,63,38.0,0
38811,3161,691,38,302,91,33,55,134.0,2
38848,1624,523,7,228,74,17,96,76.0,2
38893,2172,682,8,397,89,47,51,69.0,1
38982,3631,990,52,479,125,66,63,138.0,6
39051,2492,729,198,265,71,26,91,39.0,2
39122,3293,901,29,541,71,29,53,152.0,1
39168,5094,1202,21,420,409,43,46,211.0,3
