uat_siruta,nr_alegatori,nr_voturi,PMP,PSD,PNL,USR_PLUS,PRO_ROMANIA,AUR,UDMR
102035,5993,2351,90,597,947,341,103,191.0,3
102071,2752,1603,27,516,888,27,27,86.0,8
102106,5668,2667,30,439,1920,53,53,135.0,5
102160,6953,2726,185,411,596,1181,84,157.0,10
102213,5113,1483,57,430,416,219,108,184.0,5
102240,3651,892,22,287,205,64,97,156.0,2
102286,5148,1548,74,644,299,292,49,122.0,6
102348,3822,1221,26,289,567,144,66,97.0,4
102419,4204,953,10,529,220,28,26,99.0,0
102446,2432,1145,29,339,657,15,30,50.0,1
102473,2465,655,36,205,221,77,35,58.0,1
102525,2339,861,44,437,183,39,42,78.0,0
102543,6803,1862,68,478,546,307,149,253.0,3
102570,8490,3038,117,618,1389,528,84,154.0,13
102605,4845,2205,54,398,1056,423,90,106.0,5
102641,804,353,12,228,43,10,25,11.0,2
102703,2693,686,21,363,97,34,71,54.0,1
102749,3826,1051,43,514,185,104,90,67.0,1
102794,7135,1929,49,318,1020,238,122,126.0,4
102838,1572,773,9,235,431,7,5,51.0,1
102909,4623,1707,43,660,683,49,94,115.0,3
102945,3958,783,26,260,179,93,48,97.0,2
103014,3724,963,12,513,202,57,31,94.0,0
103032,5469,1979,47,1216,264,139,45,182.0,1
103087,4277,1278,35,383,549,73,100,101.0,2
103130,4162,1174,29,267,629,75,27,90.0,2
103194,2006,837,64,341,313,12,61,15.0,2
103238,4379,2783,79,254,2227,200,16,6.0,1
103283,3093,604,15,188,53,182,72,48.0,1
103309,1713,985,11,166,746,7,30,16.0,1
103354,1522,698,8,191,376,14,42,41.0,3
103372,1969,901,117,315,369,13,15,44.0,3
103407,2756,734,20,215,252,79,46,91.0,3
103443,2593,780,80,235,311,40,19,64.0,3
103470,1894,623,19,395,78,20,56,35.0,1
103513,5890,1544,94,356,693,81,46,201.0,5
103568,1146,612,9,493,43,4,4,26.0,2
103639,2888,923,30,276,403,92,39,59.0,1
103693,1728,1024,79,240,609,13,12,53.0,0
103764,2418,560,12,385,43,13,20,48.0,1
103862,2873,595,13,280,114,37,41,69.0,4
103899,2980,1264,26,395,763,12,25,24.0,3
103960,2745,524,4,253,86,38,53,57.0,4
103997,3154,928,65,212,311,185,33,82.0,4
104047,2810,1538,4,171,1231,34,50,31.0,1
104083,1735,473,3,237,157,10,15,27.0,0
104118,1906,792,2,210,450,34,21,60.0,3
104136,6221,2770,109,683,1554,120,98,125.0,6
104181,4321,922,26,493,112,129,18,103.0,1
104225,2198,646,15,355,179,17,10,51.0,2
104243,5262,1661,71,313,778,200,43,188.0,6
104270,1991,500,17,278,55,46,13,57.0,0
104323,1848,370,9,190,35,54,17,38.0,0
104341,1414,664,10,160,401,10,11,47.0,0
104387,3357,1067,50,556,196,46,31,160.0,3
104421,2415,1108,51,201,699,36,21,54.0,1
104485,3845,1021,30,359,329,111,59,108.0,1
104519,3087,1700,20,396,1113,33,50,48.0,1
104546,6171,1780,70,556,655,226,57,139.0,4
104582,2903,1376,41,238,810,65,24,136.0,9
104635,2697,995,20,291,512,27,30,68.0,3
104680,3346,1000,17,333,495,25,36,75.0,4
104715,2034,1174,11,373,658,17,52,43.0,2
104751,3401,1169,29,513,420,56,28,71.0,2
104788,1821,802,13,174,533,13,24,20.0,5
104831,6648,2682,41,590,1517,99,79,282.0,3
104886,2256,809,23,646,42,17,9,32.0,3
104975,1377,677,9,200,392,13,22,19.0,4
105026,2252,600,11,230,162,82,39,60.0,1
105106,2633,1242,6,126,1051,18,27,6.0,0
105142,1710,676,27,446,84,25,30,45.0,3
105160,7003,2600,74,581,1163,326,146,183.0,4
105222,2183,689,20,169,369,42,14,32.0,0
105259,3710,1317,19,303,777,44,12,110.0,0
105295,2728,1167,21,494,494,21,53,51.0,1
105348,1699,1000,48,386,442,13,36,48.0,5
105384,2704,909,14,364,346,36,45,52.0,0
105419,7818,4103,64,652,2149,511,365,204.0,15
105455,1971,389,7,137,119,18,18,61.0,1
105534,4417,1526,132,736,226,225,48,114.0,2
105570,6057,2647,75,1212,469,558,43,184.0,9
105605,4059,1234,42,831,149,37,12,83.0,1
105623,6108,1516,76,625,342,156,84,173.0,4
105712,1905,413,21,228,52,15,28,48.0,1
105776,2336,804,16,373,239,27,74,53.0,2
105794,1371,332,12,201,32,10,26,31.0,1
105829,3349,883,46,582,91,25,18,79.0,0
105874,4737,1958,43,1079,580,59,28,102.0,14
105909,2377,1014,19,357,507,20,54,34.0,2
105936,7298,1936,79,560,777,195,48,162.0,10
105972,3676,1215,25,390,576,58,34,87.0,2
106318,121336,33871,2206,6240,9107,8246,1332,2362.0,2532
106363,2658,827,68,107,336,154,36,66.0,4
106407,5704,2201,143,565,688,339,103,231.0,53
106461,7613,2665,227,416,1029,432,105,141.0,177
106559,36105,7882,315,2623,2022,956,302,557.0,663
106620,2299,556,43,155,198,64,18,49.0,3
106648,2504,689,34,425,130,36,9,23.0,6
106684,14161,3324,195,662,882,529,120,246.0,323
106746,23428,3900,112,1185,1152,328,154,464.0,63
106782,4270,971,97,242,196,126,35,196.0,28
106817,10930,2728,126,685,896,304,89,254.0,177
106979,14810,2947,78,656,1084,277,294,355.0,51
107001,2280,559,41,158,163,55,29,78.0,3
107047,927,426,45,186,63,22,21,21.0,38
107083,1112,519,15,318,57,81,4,20.0,0
107118,1533,543,41,202,93,61,38,53.0,2
107154,1959,454,28,111,138,35,36,25.0,58
107190,1190,510,38,99,229,34,43,21.0,5
107234,843,340,43,104,75,54,9,24.0,4
107270,3287,824,25,171,344,52,39,134.0,7
107314,3820,857,45,395,227,41,25,71.0,7
107350,3740,735,37,254,168,69,49,91.0,12
107403,2606,759,30,219,346,49,30,64.0,4
107430,1057,434,29,191,113,26,39,16.0,6
107485,2127,729,59,289,102,45,56,146.0,5
107519,2490,825,115,173,299,40,63,92.0,4
107546,2654,844,336,146,193,46,41,50.0,3
107582,3097,951,32,300,175,222,45,98.0,6
107662,3648,843,67,241,230,128,29,78.0,12
107715,2073,375,7,45,44,11,6,36.0,219
107733,4815,1605,124,333,675,213,73,125.0,9
107868,1863,655,54,142,317,43,21,36.0,5
107920,2867,836,79,380,206,36,48,38.0,6
107975,2044,814,66,200,321,84,49,35.0,12
108017,2567,711,113,306,125,49,37,48.0,3
108035,3850,1364,120,216,695,137,46,111.0,10
108106,3413,904,183,181,253,112,47,79.0,8
108151,2897,1304,50,305,724,83,25,73.0,10
108204,3557,823,67,332,223,41,10,112.0,3
108222,2991,765,70,186,271,75,40,73.0,5
108240,2017,597,21,115,82,302,14,34.0,3
108268,4076,1356,214,254,581,84,50,94.0,7
108348,7793,2249,117,893,571,183,82,204.0,9
108366,980,366,63,73,130,27,26,17.0,5
108400,3564,992,116,304,218,82,37,92.0,65
108455,2001,527,43,185,122,25,43,74.0,4
108473,7572,2409,98,1169,206,183,50,580.0,26
108491,2437,865,412,152,82,48,26,63.0,64
108552,2667,581,23,183,132,65,60,41.0,19
108598,3706,1065,104,539,129,45,26,175.0,9
108614,1717,440,20,185,114,27,8,37.0,4
108632,3786,938,19,141,118,486,32,44.0,37
108669,2753,899,23,114,634,36,58,22.0,0
108696,4396,893,32,170,498,39,11,90.0,9
108712,4927,1560,173,791,247,150,34,85.0,26
108794,2061,654,52,179,220,80,36,38.0,8
108874,2783,746,86,193,149,47,122,70.0,5
108892,4232,915,48,376,227,91,31,70.0,3
108918,1338,524,272,78,79,43,5,24.0,8
108945,2651,792,13,203,418,42,43,41.0,5
108963,8144,2410,185,871,544,295,43,182.0,190
109005,3048,823,66,163,329,48,44,80.0,4
109041,3242,1122,32,663,236,48,20,51.0,9
109096,4613,1343,99,196,560,210,54,154.0,1
109176,6550,2011,107,936,424,191,128,121.0,32
109265,6077,3072,2048,180,154,68,39,77.0,430
109354,1848,804,84,295,144,89,61,55.0,6
109425,1259,409,17,176,83,29,42,24.0,10
109504,4258,1000,46,266,366,153,76,43.0,1
109773,89461,23643,1616,10262,6305,2032,1037,1368.0,69
109826,11550,6596,191,1119,4839,120,76,169.0,11
109924,4686,1676,193,588,499,104,61,127.0,9
110027,876,455,37,97,227,24,18,37.0,3
110063,10608,2411,134,790,563,162,454,189.0,11
110116,8355,2665,118,1436,662,74,109,174.0,6
110232,5013,1976,86,1128,503,62,55,72.0,4
110296,3464,1678,213,543,593,66,94,109.0,13
110456,1092,780,312,221,143,24,36,23.0,3
110535,2363,878,35,513,168,12,65,60.0,1
110571,1772,1200,43,208,872,22,7,20.0,5
110688,912,506,18,220,229,2,17,12.0,0
110740,1202,508,22,160,275,9,5,17.0,3
110820,3461,961,94,534,154,28,35,59.0,5
110875,2683,1224,55,579,372,49,22,103.0,1
110946,1837,1040,59,350,466,41,31,63.0,5
111006,2544,1459,384,295,578,41,19,103.0,1
111097,2144,1176,17,651,319,24,54,61.0,4
111220,692,546,14,218,275,17,4,12.0,2
111275,5015,2159,97,607,1014,73,80,194.0,23
111417,1094,452,42,180,175,6,17,15.0,1
111444,2765,1272,34,516,602,26,18,40.0,4
111480,2702,976,65,317,470,20,30,41.0,0
111550,2234,1095,95,575,344,17,19,26.0,2
111587,1288,676,26,466,123,8,26,9.0,3
111685,2408,1101,40,694,210,33,15,83.0,1
111783,3279,1384,83,590,594,25,26,31.0,4
111818,693,416,46,87,242,6,14,12.0,0
111863,3511,1185,33,260,779,33,11,44.0,2
111916,1442,855,56,411,290,22,34,25.0,1
111989,1588,556,61,253,124,18,52,19.0,5
112030,2306,706,89,203,276,24,14,52.0,6
112076,2568,819,72,369,258,17,23,48.0,4
112129,1355,805,45,185,489,11,37,13.0,2
112245,2421,821,41,406,123,59,74,88.0,3
112263,1282,740,22,258,382,10,9,37.0,1
112334,1195,500,34,209,142,43,21,30.0,4
112370,2053,1156,24,440,561,14,9,74.0,1
112469,2630,1158,92,342,452,31,124,73.0,5
112548,3945,1684,25,1472,80,19,27,40.0,1
112600,1564,1169,37,663,322,53,22,41.0,1
112664,2631,1282,104,716,305,30,35,53.0,3
112744,1596,689,80,383,124,38,29,9.0,2
112771,2165,1157,156,524,361,19,10,35.0,2
112806,1486,990,54,360,384,13,130,25.0,0
112879,2899,1374,35,231,914,79,45,28.0,3
112904,922,410,11,80,192,22,27,60.0,3
112959,920,598,38,215,258,26,19,24.0,2
112995,2295,1183,54,594,305,35,31,124.0,5
113153,1173,850,19,170,605,20,5,20.0,2
113206,1415,580,50,248,229,3,12,14.0,4
113233,2253,1293,715,345,140,18,22,12.0,6
113395,2147,681,125,273,215,12,19,12.0,3
113466,1380,808,43,486,190,14,19,29.0,2
113493,2597,1321,139,617,350,59,62,50.0,1
113518,1153,777,35,346,320,17,18,25.0,1
113607,872,385,31,167,96,9,29,37.0,1
113625,2226,1012,224,286,359,16,20,81.0,1
113698,1100,526,11,282,156,12,28,21.0,0
113732,2824,1261,198,660,252,25,41,44.0,9
113849,2277,1299,26,803,344,18,32,41.0,5
113894,1639,680,8,142,462,7,6,42.0,1
113929,1671,851,47,478,263,11,13,14.0,3
113974,1449,632,10,235,280,15,33,36.0,5
114060,1507,887,12,619,103,13,92,33.0,1
114079,1807,724,31,420,195,11,7,38.0,1
114319,124568,43389,1922,6374,5287,6189,1867,1973.0,18735
114355,5070,1444,77,197,179,149,53,148.0,609
114382,7836,2657,154,480,531,458,110,196.0,622
114417,8615,2800,98,334,297,408,69,152.0,1371
114453,5144,1868,116,289,287,248,59,107.0,702
114514,28193,6928,392,1053,2108,1179,223,745.0,891
114603,5064,1168,91,259,260,143,30,178.0,183
114710,14443,3977,134,1172,777,518,120,442.0,694
114809,31014,9414,487,1599,2307,1701,273,686.0,2051
114854,8541,2927,16,103,80,80,27,34.0,2555
114925,21197,4631,203,1062,1208,567,307,545.0,584
114970,3998,1695,10,32,28,20,11,19.0,1557
115076,4505,949,31,144,135,61,107,83.0,348
115147,2622,999,3,38,45,14,13,51.0,827
115183,2528,567,13,49,395,16,9,63.0,8
115236,1255,355,12,55,70,98,9,23.0,68
115307,2899,836,57,97,305,30,12,129.0,167
115389,4961,1194,31,225,198,53,98,140.0,412
115520,3415,763,50,146,235,95,30,98.0,88
115575,2064,411,10,72,74,14,12,71.0,141
115600,607,226,15,59,66,14,51,14.0,6
115637,3976,1184,16,49,129,16,19,82.0,849
115708,1802,498,12,157,112,48,29,69.0,51
115771,730,282,6,35,28,6,10,8.0,183
115824,1549,310,33,47,45,27,35,33.0,84
115851,2083,693,27,59,93,59,17,115.0,310
115897,3411,831,34,92,132,59,40,39.0,423
115959,4990,1400,57,189,168,107,63,87.0,688
116046,2203,556,90,72,112,147,16,46.0,56
116126,1328,411,17,131,150,16,37,38.0,9
116171,1199,327,12,51,121,20,31,23.0,58
116224,456,120,3,18,63,8,4,15.0,5
116288,3392,1064,5,29,17,16,13,20.0,950
116340,759,268,16,46,108,13,11,62.0,8
116395,1188,321,20,82,135,29,11,23.0,10
116439,1582,493,34,174,95,34,35,38.0,59
116493,4688,999,57,154,400,152,22,140.0,19
116545,3419,1357,103,589,247,66,131,153.0,21
116590,3253,1004,3,27,17,16,8,35.0,875
116652,4992,1496,23,62,54,60,16,36.0,1219
116723,1333,591,9,263,54,23,31,153.0,34
116796,4127,1436,11,32,21,13,8,8.0,1321
116867,2194,629,6,7,12,16,8,2.0,559
116938,2958,1063,12,58,66,39,13,80.0,782
116983,2496,751,14,28,57,31,7,33.0,571
117042,2660,671,7,21,6,8,3,7.0,597
117113,2995,929,13,70,50,15,89,57.0,620
117177,4710,1724,32,99,80,38,44,37.0,1374
117275,1424,444,58,160,53,22,37,107.0,5
117319,5043,1438,59,201,505,83,36,144.0,360
117426,4051,1023,98,267,341,93,51,139.0,14
117505,1076,446,4,13,10,8,4,2.0,401
117550,3545,1131,90,459,289,109,30,113.0,7
117667,1696,356,14,181,58,34,22,33.0,5
117783,1850,596,17,103,235,78,35,70.0,37
117827,7962,2179,187,513,662,195,70,294.0,198
117925,2979,986,38,104,134,173,27,40.0,437
117998,2013,618,24,171,240,63,28,56.0,24
118058,1594,366,37,155,73,22,12,44.0,11
118094,1164,454,3,4,3,3,2,3.0,429
118209,3611,843,22,76,56,11,28,56.0,568
118281,4856,1625,11,44,63,28,14,17.0,1433
118370,1924,323,10,99,105,12,18,57.0,15
118469,2254,382,10,48,142,59,13,62.0,37
118511,1147,478,7,9,9,5,8,3.0,427
118575,1940,504,21,199,70,17,32,47.0,103
118637,695,188,6,19,19,2,13,16.0,110
118691,5066,1692,12,57,51,28,16,51.0,1443
118753,1507,541,11,13,6,5,3,8.0,489
118799,2318,576,31,82,277,64,31,62.0,10
118824,1522,335,27,124,65,7,9,92.0,3
118931,1516,438,93,81,106,31,29,49.0,34
118995,2940,866,28,172,361,36,36,199.0,15
119153,1837,687,43,264,160,49,29,118.0,7
119206,1851,381,40,40,138,51,40,54.0,8
119242,5647,1333,51,366,268,121,142,100.0,242
119331,4536,1502,7,111,67,30,12,36.0,1217
119386,1849,337,16,74,98,23,28,35.0,7
119466,3620,1362,92,165,91,36,35,102.0,823
119527,2314,648,199,128,77,19,106,90.0,21
119590,2425,645,23,159,192,124,32,89.0,9
119625,1242,411,39,84,121,25,6,68.0,56
119661,1948,622,18,101,78,12,10,47.0,347
119723,1982,623,10,119,276,37,12,38.0,121
119750,1666,598,15,327,148,25,9,54.0,9
119803,1231,376,15,142,64,7,11,34.0,92
119858,786,243,3,136,48,10,3,35.0,2
119894,6211,1780,169,410,569,182,62,221.0,117
119974,2538,476,14,78,247,38,26,55.0,7
120076,1618,508,4,9,14,12,2,10.0,449
120138,1571,587,43,244,141,32,46,56.0,12
120174,608,228,3,3,6,2,2,1.0,207
120218,1458,231,25,31,53,13,57,45.0,3
120254,3238,690,65,95,252,48,27,95.0,91
120316,1536,423,10,129,32,9,19,23.0,192
120343,1021,178,19,51,49,13,8,21.0,10
120370,2584,450,14,112,173,22,12,88.0,18
120478,1353,384,2,5,3,2,4,4.0,362
120487,3091,1164,56,99,132,247,23,34.0,541
120496,1272,486,0,11,8,4,4,8.0,445
120502,1297,451,2,18,6,4,4,8.0,406
120511,1130,506,4,6,3,10,3,8.0,468
120726,94933,26954,2000,7249,5959,5420,1282,3043.0,42
120771,7235,1919,76,458,453,266,115,407.0,4
120824,6060,1480,64,533,310,164,66,228.0,1
120860,58058,15693,568,4852,4156,2440,681,2046.0,24
120888,6722,1979,29,382,667,475,41,268.0,4
120922,6117,1451,27,480,312,228,56,282.0,2
120968,7099,1922,83,736,382,270,71,247.0,2
121055,18819,5476,298,2343,970,637,187,695.0,12
121108,3686,1200,39,489,176,92,37,298.0,1
121153,2727,1019,7,434,399,24,10,91.0,0
121242,3490,912,36,249,221,89,39,176.0,4
121297,3731,1168,16,316,411,65,66,205.0,1
121340,3149,835,16,163,313,78,22,192.0,2
121386,1634,501,9,204,117,52,10,72.0,0
121466,3122,947,42,409,186,43,71,103.0,6
121607,3981,1122,87,546,166,87,24,114.0,3
121652,5276,1900,25,928,185,68,98,492.0,7
121732,7739,1702,53,490,358,239,65,377.0,3
121796,4181,926,29,278,201,215,43,100.0,2
121876,2273,650,9,197,298,38,26,38.0,3
121938,3256,906,28,398,140,68,21,200.0,0
122025,2105,765,20,179,381,22,21,96.0,0
122061,3423,739,22,274,145,87,25,136.0,0
122132,2962,808,23,350,134,48,50,147.0,0
122187,3548,866,28,285,174,56,77,193.0,1
122249,2440,745,12,262,239,30,22,123.0,0
122285,1569,564,29,264,65,76,22,77.0,1
122347,6047,1393,69,327,620,132,33,124.0,1
122392,1818,611,35,124,246,42,30,87.0,1
122463,2234,827,112,315,149,35,91,57.0,2
122551,2552,890,24,320,241,29,68,141.0,4
122613,1762,511,26,198,134,26,41,54.0,0
122668,5475,1069,46,212,263,313,29,134.0,4
122702,4443,1271,88,420,249,151,73,206.0,1
122828,4029,1017,280,243,130,100,48,112.0,4
122864,2062,655,17,212,205,23,74,96.0,0
122908,4344,1294,22,749,203,76,37,121.0,2
122953,3230,870,22,402,154,78,31,142.0,1
123013,3739,876,22,220,358,49,51,142.0,2
123102,4700,1324,31,575,263,127,62,202.0,2
123175,3050,671,22,314,127,54,22,69.0,4
123228,1768,448,6,95,167,40,16,92.0,0
123255,2564,841,18,513,104,10,13,115.0,1
123371,3050,794,17,388,114,38,44,121.0,1
123424,4731,1244,26,689,129,54,51,223.0,1
123479,6953,1570,27,701,350,146,44,179.0,4
123521,7255,1974,42,859,353,126,108,345.0,9
123601,4525,1200,71,318,368,167,73,127.0,1
123674,4685,1402,30,395,576,92,54,158.0,2
123709,1276,409,13,215,81,25,10,49.0,2
123790,4161,1235,27,560,171,74,80,250.0,1
123914,6799,2060,101,676,508,166,97,378.0,3
123969,1806,698,46,331,79,43,70,79.0,2
124028,4386,925,44,307,168,97,46,205.0,0
124073,3467,842,20,364,130,42,61,167.0,1
124117,8553,2374,105,646,569,226,263,410.0,2
124153,4325,1053,32,304,275,106,30,236.0,4
124206,9588,1941,133,356,306,698,44,272.0,11
124233,2679,627,10,193,179,56,29,124.0,0
124331,1652,422,7,198,82,18,15,73.0,0
124411,2692,844,52,274,259,36,22,147.0,0
124493,2940,841,25,257,222,82,56,155.0,1
124563,2221,754,15,293,110,51,53,188.0,1
124616,2269,517,16,165,77,137,17,69.0,3
124634,7916,1921,22,229,579,641,43,312.0,6
124661,3436,1078,20,335,330,123,34,183.0,0
124723,4258,1075,15,353,327,135,22,172.0,4
124750,1852,640,25,308,126,34,38,63.0,2
124803,3329,1181,28,605,169,56,72,147.0,2
124849,3311,915,40,438,101,35,50,150.0,2
124885,3117,716,9,396,100,28,12,95.0,1
124938,5201,1665,101,444,409,303,62,210.0,4
125016,6962,1681,48,724,302,121,58,286.0,1
125061,5081,1335,33,445,221,154,117,246.0,3
125098,2080,568,9,201,96,32,32,159.0,1
125105,1795,817,11,180,426,28,69,56.0,1
125114,1627,501,15,268,81,45,7,39.0,1
125123,1160,411,2,271,50,21,10,23.0,5
125132,1285,452,8,123,191,10,17,61.0,0
125141,1219,456,8,237,67,86,13,22.0,0
125150,2048,389,12,181,74,23,8,61.0,1
125169,1579,451,22,142,159,23,48,33.0,0
125178,2000,570,13,282,136,42,8,61.0,2
125347,69415,19534,693,9131,4029,2318,1093,1381.0,38
125374,2497,1156,28,671,229,70,48,67.0,2
125418,17612,4912,297,2507,1183,362,164,251.0,9
125472,28324,8558,294,5083,1365,719,337,492.0,13
125490,1620,674,14,471,112,10,23,33.0,1
125542,14475,3987,148,2132,879,271,152,267.0,8
125588,1975,647,11,472,50,51,14,13.0,0
125622,9708,2819,38,1250,989,137,128,207.0,8
125659,1982,973,15,701,100,33,41,51.0,0
125677,1024,492,7,361,65,19,6,20.0,0
125757,1358,857,12,231,502,15,24,39.0,2
125846,2196,607,15,336,115,27,52,34.0,3
125873,2731,899,30,590,93,23,99,40.0,1
125962,3683,1017,20,629,161,48,46,79.0,2
125999,2495,907,33,368,68,287,65,41.0,11
126022,2289,940,9,626,186,14,32,40.0,2
126077,1706,786,9,478,207,20,15,35.0,1
126102,1529,668,7,471,117,15,13,21.0,0
126148,2644,890,11,598,92,40,57,76.0,1
126166,1941,651,8,420,113,14,63,22.0,3
126228,1631,1080,14,540,452,21,11,30.0,0
126326,1830,766,8,498,152,23,24,36.0,1
126380,2147,1289,16,1058,68,39,57,42.0,1
126406,3029,1101,16,800,89,32,59,73.0,0
126433,3936,1603,39,1093,150,50,58,147.0,6
126503,1804,1039,8,229,719,10,36,23.0,4
126585,3016,987,16,620,84,62,68,101.0,0
126647,2868,1023,66,569,118,44,75,109.0,4
126674,1101,491,25,328,59,7,20,42.0,1
126718,3083,854,29,463,121,47,54,102.0,6
126772,1342,594,17,407,55,11,35,39.0,1
126825,1252,592,14,480,65,5,13,10.0,1
126905,826,472,8,300,69,19,45,14.0,1
126978,3274,1061,19,812,96,22,20,63.0,4
127019,3931,1086,124,611,126,32,28,135.0,2
127064,3203,1278,45,893,137,36,39,98.0,2
127126,1900,636,15,437,114,25,12,25.0,1
127144,2441,777,11,543,77,25,32,53.0,1
127171,1975,655,11,509,41,16,11,42.0,1
127224,2342,808,26,528,141,10,35,39.0,1
127251,3201,1069,15,695,233,22,29,52.0,2
127288,3636,1467,70,415,788,67,22,73.0,2
127322,1556,670,9,420,132,14,30,40.0,2
127368,3827,1167,18,680,182,108,67,93.0,1
127386,2811,683,16,405,83,19,54,73.0,3
127411,1205,504,46,178,77,21,137,18.0,1
127493,3317,699,16,325,112,41,128,51.0,2
127536,1234,488,14,173,216,18,15,40.0,1
127563,1469,657,27,431,98,19,25,43.0,1
127625,2052,793,19,321,320,11,74,17.0,1
127689,2933,1039,29,836,76,18,21,32.0,6
127714,1082,538,13,419,42,14,9,33.0,1
127750,2110,826,20,522,120,23,13,41.0,3
127812,1585,946,8,773,120,11,5,16.0,0
127858,1060,533,7,288,156,6,49,13.0,1
127901,1077,610,0,564,39,3,4,0.0,0
127938,1940,698,18,438,111,23,69,19.0,0
127983,4171,1547,34,891,388,41,63,75.0,6
128052,1748,620,21,400,94,17,34,32.0,0
128105,5843,3057,33,2077,509,80,169,129.0,4
128178,2631,1015,13,567,293,19,27,65.0,2
128221,2686,1187,14,794,118,41,133,39.0,0
128301,1672,819,15,588,122,13,16,46.0,0
128374,4871,1814,62,1139,315,62,66,112.0,2
128436,1487,661,11,212,309,29,34,39.0,1
128472,2475,773,18,532,79,20,40,63.0,3
128524,2421,827,18,541,131,48,28,38.0,4
128560,2247,583,42,325,63,18,77,38.0,3
128588,3612,1223,28,686,197,29,193,50.0,2
128613,2428,628,12,280,221,21,55,18.0,2
128659,2324,880,22,554,135,26,82,31.0,0
128711,10571,4100,102,1485,1748,122,208,310.0,11
128864,1412,390,44,264,42,5,5,4.0,0
128882,980,557,5,441,55,17,4,17.0,0
128962,1484,590,14,432,52,20,36,20.0,1
129040,1989,541,16,297,135,11,31,39.0,0
129095,1943,609,15,429,74,17,13,39.0,2
129111,2149,655,30,425,88,17,35,43.0,1
129139,2622,1028,80,611,179,31,37,51.0,0
129184,2411,1013,16,225,643,26,54,25.0,2
129246,2341,843,24,551,91,61,17,67.0,4
129282,1608,967,45,442,406,16,20,17.0,0
129317,937,544,11,280,66,17,126,19.0,1
129380,2281,863,14,552,105,22,70,64.0,3
129460,3531,1296,21,908,110,118,12,95.0,6
129503,688,385,18,272,42,11,19,12.0,1
129567,2514,824,11,604,76,43,16,47.0,2
129585,2193,602,17,389,81,14,38,50.0,0
129629,1857,822,9,205,465,7,8,99.0,2
129656,3183,992,15,717,80,43,41,73.0,1
129718,1207,523,10,337,59,20,41,37.0,1
129745,2667,871,29,462,234,21,21,81.0,2
129763,2228,738,21,439,140,15,31,62.0,0
129816,2304,841,20,613,75,32,63,29.0,1
129898,2547,1167,51,820,172,40,20,36.0,4
129914,1610,685,16,505,66,16,32,22.0,6
129987,2147,1059,13,805,112,21,25,56.0,7
130026,1715,478,17,304,41,23,22,62.0,1
130062,1881,1087,23,869,101,11,14,38.0,3
130124,1820,639,40,441,79,13,23,26.0,1
130231,1932,677,34,440,75,14,52,49.0,0
130286,1408,551,10,406,53,11,19,31.0,1
130295,1267,396,17,253,66,6,16,15.0,4
130302,1726,858,12,723,50,15,12,30.0,0
130311,1284,586,16,453,56,13,5,35.0,2
130320,1289,590,17,452,55,14,14,22.0,0
130339,1510,776,26,542,148,9,10,18.0,1
130348,1300,496,8,383,32,5,36,29.0,0
130357,1352,584,13,429,69,6,30,17.0,1
130366,1685,677,6,500,70,16,34,26.0,0
130375,1558,669,20,317,256,25,15,14.0,1
130384,1154,671,10,252,330,9,17,35.0,1
130534,189701,56690,3182,15397,16852,13383,2944,0.0,166
130552,7785,1696,129,492,371,396,124,0.0,9
130614,5302,1708,45,399,838,176,86,0.0,7
130678,7733,2346,144,682,527,591,112,0.0,10
130712,7084,1963,142,542,636,272,131,0.0,10
130785,9576,2822,114,717,956,623,112,0.0,8
130847,5933,2260,141,599,628,602,115,0.0,7
130892,8892,2217,99,468,623,670,82,0.0,14
130954,4040,1209,77,327,356,226,59,0.0,10
130981,16057,4480,321,1684,856,869,182,0.0,27
131069,9578,2942,240,1046,714,405,201,0.0,10
131103,13960,3682,309,1055,672,1235,153,0.0,12
131210,8319,2824,157,597,886,480,151,0.0,20
131256,31236,9089,1114,2450,2131,2025,502,0.0,26
131274,4325,1368,101,323,595,175,68,0.0,5
131336,10303,2395,156,1022,516,356,126,0.0,11
131407,12495,2736,177,1343,443,376,164,0.0,12
131443,7668,2926,101,1008,1072,349,160,0.0,7
131461,3018,1104,30,309,532,91,45,0.0,2
131540,9885,3329,182,940,1154,650,125,0.0,14
131577,4764,1324,67,653,256,176,63,0.0,3
131620,9415,2393,123,804,651,409,168,0.0,10
131817,11222,3376,183,1518,602,452,173,0.0,16
131835,4924,1290,45,427,448,122,86,0.0,8
131899,1685,465,12,132,259,26,11,0.0,3
131933,4686,1222,56,403,407,183,60,0.0,8
131988,2752,927,32,460,142,126,56,0.0,6
132011,1704,550,31,174,237,45,17,0.0,5
132075,6922,1853,180,559,378,467,110,0.0,3
132137,973,347,6,137,142,14,24,0.0,0
132164,3376,772,103,290,206,66,47,0.0,3
132226,1972,500,21,253,85,77,18,0.0,2
132271,3047,1009,40,199,573,60,42,0.0,8
132315,4874,1370,136,387,391,257,97,0.0,5
132342,2566,669,26,218,214,76,47,0.0,3
132379,1347,405,11,133,184,12,24,0.0,4
132404,6051,1643,122,522,581,219,62,0.0,2
132459,938,193,4,113,31,13,5,0.0,1
132486,1394,288,7,84,130,16,17,0.0,2
132510,3745,891,70,422,179,98,42,0.0,2
132574,3685,1353,26,421,664,93,43,0.0,3
132645,1296,375,63,160,77,30,11,0.0,5
132681,5452,1381,25,508,734,42,25,0.0,6
132716,2835,968,23,335,277,160,96,0.0,4
